action,decision,v_stay,v_leave,note,step,row,col,resource,reward_total,total_digs,overall,E_next_here,resource_before,resource_after,Q_stay,Q_leave,stay_prob,E_next_here_unboosted,richness_factor,label_factor,can_dig,can_move,available_mines_here,overall_label,explorer_label,mine_id,dig_success,reward_gained,depleted,remaining_after,move_choice_label,move_probs,move_label_scores,move_e_next,cfg_init_resource,cfg_move_cost,cfg_dig_cost,cfg_reward_amount,cfg_beta_trust,cfg_stay_leave_temp,cfg_move_temp,cfg_K,cfg_SIGMA2,cfg_baseline_mode,lambda_rate,R_ENV,R_ENV_learned,cfg_richness_alpha,cfg_richness_kappa,cfg_label_alpha,post_k0,post_k1,post_k2
enter,enter,,,entered_cell,42,2,1,40.0,5.0,6,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,4.3922809525311454e-11,0.04742587317548366,0.9525741267805936
move,auto_leave,,,,43,2,0,,5.0,6,,0.0,40.0,36.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.5, 0.5]","[0.2, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,43,2,0,36.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,44,2,1,,5.0,6,,0.0,36.0,32.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.2592, 0.7408]","[0.2, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,4.3922809525311454e-11,0.04742587317548366,0.9525741267805936
enter,enter,,,entered_cell,44,2,1,32.0,5.0,6,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,4.3922809525311454e-11,0.04742587317548366,0.9525741267805936
move,auto_leave,,,,45,2,0,,5.0,6,,0.0,32.0,28.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.5, 0.5]","[0.2, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,45,2,0,28.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,46,2,1,,5.0,6,,0.0,28.0,24.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.2592, 0.7408]","[0.2, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,4.3922809525311454e-11,0.04742587317548366,0.9525741267805936
enter,enter,,,entered_cell,46,2,1,24.0,5.0,6,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,4.3922809525311454e-11,0.04742587317548366,0.9525741267805936
move,auto_leave,,,,47,2,0,,5.0,6,,0.0,24.0,20.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.5, 0.5]","[0.2, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,47,2,0,20.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,48,2,1,,5.0,6,,0.0,20.0,16.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,rich,None,,,,,,,"[0.2592, 0.7408]","[0.2, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,4.3922809525311454e-11,0.04742587317548366,0.9525741267805936
enter,enter,,,entered_cell,48,2,1,16.0,5.0,6,rich,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,4.3922809525311454e-11,0.04742587317548366,0.9525741267805936
move,auto_leave,,,,49,2,2,,5.0,6,,0.0,16.0,12.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.5, 0.5]","[0.2, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,49,2,2,12.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,50,1,2,,5.0,6,,0.0,12.0,8.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,poor,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,50,1,2,8.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,51,0,2,,5.0,6,,0.0,8.0,4.0,-0.2,0.16666666666666663,,0.0,0.0,-0.21,False,True,0.0,poor,poor,,,,,,poor,"[0.5, 0.5]","[0.2, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,51,0,2,4.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
move,auto_leave,,,,52,1,2,,5.0,6,,0.0,4.0,0.0,-0.2,0.16666666666666663,,0.0,0.0,0.0,False,True,0.0,poor,None,,,,,,,"[0.7408, 0.2592]","[0.5, 0.2]","[0.0, 0.0]",200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
enter,enter,,,entered_cell,52,1,2,0.0,5.0,6,poor,0.0,,,,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,,,,,
halt,insufficient_resources,,,,53,1,2,,5.0,6,,0.0,0.0,0.0,,,,0.0,0.0,0.0,False,False,0.0,poor,None,,,,,,,,,,200.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.5666666666666667,0.5,6.0,0.35,,,
